"lab","subid","test","trial_type","stimulus","trial_num","looking_time","total_trial_time","trial_error","trial_error_type","notes"
"infantll-madison","mb2_009",2,"IDS","IDS4Retest",7,"3.608","5.614","noerror","",NA
"infantll-madison","mb2_009",2,"ADS","ADS4Retest",8,"12.391","15.684","noerror","",NA
"infantll-madison","mb2_009",2,"ADS","ADS5Retest",9,"13.84","17.483","noerror","",NA
"infantll-madison","mb2_009",2,"IDS","IDS5Retest",10,"3.781","6.026","noerror","",NA
"infantll-madison","mb2_009",2,"ADS","ADS6Retest",11,"4.422","6.432","noerror","",NA
"infantll-madison","mb2_009",2,"IDS","IDS6Retest",12,"2.968","4.98","noerror","",NA
"infantll-madison","mb2_009",2,"IDS","IDS7Retest",13,"2.832","4.843","noerror","",NA
"infantll-madison","mb2_009",2,"ADS","ADS7Retest",14,"2.207","4.216","noerror","",NA
"infantll-madison","mb2_009",2,"ADS","ADS8Retest",15,"2.341","4.348","noerror","",NA
"infantll-madison","mb2_009",2,"IDS","IDS8Retest",16,"2.159","4.168","noerror","",NA
"infantll-madison","mb2_010",1,"training","training",-2,"12.581","16.069","noerror","",NA
"infantll-madison","mb2_010",1,"training","training",-1,"13.384","18","noerror","",NA
"infantll-madison","mb2_010",1,"ADS","ADS1",1,"16.983","18","noerror","",NA
"infantll-madison","mb2_010",1,"IDS","IDS1",2,"13.054","18","noerror","",NA
"infantll-madison","mb2_010",1,"ADS","ADS2",3,"7","10.958","noerror","","parent comforts child at end of trial"
"infantll-madison","mb2_010",1,"IDS","IDS2",4,"8.103","11.199","noerror","","Baby really squirmy "
"infantll-madison","mb2_010",1,"IDS","IDS3",5,"1.824","3.832","noerror","",NA
"infantll-madison","mb2_010",1,"ADS","ADS3",6,"3.665","5.671","noerror","",NA
"infantll-madison","mb2_010",1,"ADS","ADS4",7,"13.134","18","noerror","",NA
"infantll-madison","mb2_010",1,"IDS","IDS4",8,"1.752","3.764","noerror","",NA
"infantll-madison","mb2_010",1,"IDS","IDS5",9,"1.319","3.328","noerror","",NA
"infantll-madison","mb2_010",1,"ADS","ADS5",10,"1.983","3.996","noerror","",NA
"infantll-madison","mb2_010",1,"IDS","IDS6",11,"3.016","5.019","noerror","",NA
"infantll-madison","mb2_010",1,"ADS","ADS6",12,"1.68","3.691","noerror","",NA
"infantll-madison","mb2_010",1,"ADS","ADS7",13,"0.783","2.79","noerror","",NA
"infantll-madison","mb2_010",1,"IDS","IDS7",14,"0.944","2.957","noerror","",NA
"infantll-madison","mb2_010",1,"IDS","IDS8",15,"8.241","10.245","noerror","",NA
"infantll-madison","mb2_010",1,"ADS","ADS8",16,"0.792","2.794","noerror","",NA
"infantll-madison","mb2_010",2,"training","training",-2,"4.881","6.883","noerror","",NA
"infantll-madison","mb2_010",2,"training","training",-1,"17.976","18","noerror","",NA
"infantll-madison","mb2_010",2,"ADS","ADS1Retest",1,"14.602","18","noerror","",NA
"infantll-madison","mb2_010",2,"IDS","IDS1Retest",2,"7.095","9.107","noerror","",NA
"infantll-madison","mb2_010",2,"ADS","ADS2Retest",3,"5.398","8.836","noerror","",NA
"infantll-madison","mb2_010",2,"IDS","IDS2Retest",4,"7.239","9.252","noerror","",NA
"infantll-madison","mb2_010",2,"IDS","IDS3Retest",5,"6.463","8.467","noerror","",NA
"infantll-madison","mb2_010",2,"ADS","ADS3Retest",6,"4.2","6.205","noerror","",NA
"infantll-madison","mb2_010",2,"ADS","ADS4Retest",7,"1.192","3.196","noerror","",NA
"infantll-madison","mb2_010",2,"IDS","IDS4Retest",8,"6.295","8.307","noerror","",NA
"infantll-madison","mb2_010",2,"IDS","IDS5Retest",9,"0.367","2.379","noerror","",NA
"infantll-madison","mb2_010",2,"ADS","ADS5Retest",10,"4.256","6.26","noerror","",NA
"infantll-madison","mb2_010",2,"IDS","IDS6Retest",11,"6.474","9.205","noerror","",NA
"infantll-madison","mb2_010",2,"ADS","ADS6Retest",12,"1.046","3.055","noerror","","squirmy"
"infantll-madison","mb2_010",2,"ADS","ADS7Retest",13,"0.791","2.798","noerror","","squirmy"
"infantll-madison","mb2_010",2,"IDS","IDS7Retest",14,"1.96","3.972","noerror","","squirmy"
"infantll-madison","mb2_010",2,"IDS","IDS8Retest",15,"1.152","3.155","noerror","","squirmy; stands up after center stimulus"
"infantll-madison","mb2_010",2,"ADS","ADS8Retest",16,"0.959","2.964","noerror","","squirmy"
"infantll-madison","mb2_011",1,"training","training",-2,"13.453","18","noerror","",NA
"infantll-madison","mb2_011",1,"training","training",-1,"3.911","5.923","noerror","",NA
"infantll-madison","mb2_011",1,"IDS","IDS5",1,"6.974","8.978","noerror","",NA
"infantll-madison","mb2_011",1,"ADS","ADS5",2,"13.222","18","noerror","",NA
"infantll-madison","mb2_011",1,"ADS","ADS7",3,"9.919","15.014","noerror","",NA
"infantll-madison","mb2_011",1,"IDS","IDS7",4,"6.216","9.758","noerror","",NA
"infantll-madison","mb2_011",1,"ADS","ADS1",5,"8.936","13.616","noerror","",NA
"infantll-madison","mb2_011",1,"IDS","IDS1",6,"1.47","3.474","noerror","",NA
"infantll-madison","mb2_011",1,"ADS","ADS3",7,"1.336","3.34","noerror","",NA
"infantll-madison","mb2_011",1,"IDS","IDS3",8,"8.241","13.828","noerror","",NA
"infantll-madison","mb2_011",1,"ADS","ADS2",9,"5.141","9.355","noerror","",NA
"infantll-madison","mb2_011",1,"IDS","IDS2",10,"4.367","8.644","noerror","",NA
"infantll-madison","mb2_011",1,"IDS","IDS4",11,"2.689","4.693","noerror","",NA
"infantll-madison","mb2_011",1,"ADS","ADS4",12,"0.896","2.9","noerror","",NA
"infantll-madison","mb2_011",1,"IDS","IDS6",13,"5.76","9.395","noerror","",NA
"infantll-madison","mb2_011",1,"ADS","ADS6",14,"0.839","2.841","noerror","",NA
"infantll-madison","mb2_011",1,"IDS","IDS8",15,"5.199","7.921","noerror","",NA
"infantll-madison","mb2_011",1,"ADS","ADS8",16,"10.968","15.573","noerror","","difficult to code because infant turns head to mother"
"infantll-madison","mb2_011",2,"training","training",-2,"3.943","6.87","noerror","","difficult to code because infant turns head to mother"
"infantll-madison","mb2_011",2,"training","training",-1,"3.472","5.474","noerror","",NA
"infantll-madison","mb2_011",2,"IDS","IDS5Retest",1,"7.284","11.18","noerror","",NA
"infantll-madison","mb2_011",2,"ADS","ADS5Retest",2,"2.31","4.311","noerror","",NA
"infantll-madison","mb2_011",2,"ADS","ADS7Retest",3,"1.944","3.949","noerror","",NA
"infantll-madison","mb2_011",2,"IDS","IDS7Retest",4,"10.03","12.595","noerror","",NA
"infantll-madison","mb2_011",2,"ADS","ADS1Retest",5,"2.014","4.025","noerror","",NA
"infantll-madison","mb2_011",2,"IDS","IDS1Retest",6,"5.424","8.027","noerror","","somewhat hard to code because infant is turning head back to mom"
"infantll-madison","mb2_011",2,"ADS","ADS3Retest",7,"1.471","3.483","noerror","",NA
"infantll-madison","mb2_011",2,"IDS","IDS3Retest",8,"5.222","7.68","noerror","",NA
"infantll-madison","mb2_011",2,"ADS","ADS2Retest",9,"2.152","4.156","noerror","",NA
"infantll-madison","mb2_011",2,"IDS","IDS2Retest",10,"7.648","10.986","noerror","",NA
"infantll-madison","mb2_011",2,"IDS","IDS4Retest",11,"5.319","7.327","noerror","",NA
"infantll-madison","mb2_011",2,"ADS","ADS4Retest",12,"2.144","4.155","noerror","",NA
"infantll-madison","mb2_011",2,"IDS","IDS6Retest",13,"7.741","9.747","noerror","",NA
"infantll-madison","mb2_011",2,"ADS","ADS6Retest",14,"1.381","3.391","noerror","",NA
"infantll-madison","mb2_011",2,"IDS","IDS8Retest",15,"1.256","3.266","noerror","",NA
"infantll-madison","mb2_011",2,"ADS","ADS8Retest",16,"5.161","7.163","noerror","",NA
"infantll-madison","mb2_012",1,"training","training",-2,"8.718","11.5","noerror","",NA
"infantll-madison","mb2_012",1,"training","training",-1,"2.974","4.987","noerror","",NA
"infantll-madison","mb2_012",1,"ADS","ADS5",1,"5.213","8.015","noerror","",NA
"infantll-madison","mb2_012",1,"IDS","IDS5",2,"8.222","11.951","noerror","",NA
"infantll-madison","mb2_012",1,"IDS","IDS7",3,"2.695","4.697","noerror","",NA
"infantll-madison","mb2_012",1,"ADS","ADS7",4,"11.479","16.54","noerror","",NA
"infantll-madison","mb2_012",1,"IDS","IDS1",5,"3.756","6.697","noerror","",NA
"infantll-madison","mb2_012",1,"ADS","ADS1",6,"5.399","8.817","noerror","",NA
"infantll-madison","mb2_012",1,"IDS","IDS3",7,"3.4","6.841","error","experimenter error",NA
"infantll-madison","mb2_012",1,"ADS","ADS3",8,"1.455","3.468","noerror","",NA
"infantll-madison","mb2_012",1,"IDS","IDS2",9,"6.688","10.156","noerror","",NA
"infantll-madison","mb2_012",1,"ADS","ADS2",10,"2.247","4.26","noerror","",NA
"infantll-madison","mb2_012",1,"ADS","ADS4",11,"3.023","5.029","noerror","",NA
"infantll-madison","mb2_012",1,"IDS","IDS4",12,"8.754","12.555","noerror","",NA
"infantll-madison","mb2_012",1,"ADS","ADS6",13,"1.68","3.685","noerror","",NA
"infantll-madison","mb2_012",1,"IDS","IDS6",14,"2.264","4.275","noerror","",NA
"infantll-madison","mb2_012",1,"ADS","ADS8",15,"3.608","7.171","noerror","",NA
"infantll-madison","mb2_012",1,"IDS","IDS8",16,"0.879","2.883","noerror","",NA
"infantll-madison","mb2_012",2,"training","training",-2,"14.157","18","noerror","",NA
"infantll-madison","mb2_012",2,"training","training",-1,"5.332","9.207","noerror","",NA
"infantll-madison","mb2_012",2,"ADS","ADS5Retest",1,"7.847","12.188","noerror","",NA
"infantll-madison","mb2_012",2,"IDS","IDS5Retest",2,"6.944","10.012","noerror","",NA
"infantll-madison","mb2_012",2,"IDS","IDS7Retest",3,"9.657","13.552","noerror","",NA
"infantll-madison","mb2_012",2,"ADS","ADS7Retest",4,"3.984","6.893","noerror","",NA
"infantll-madison","mb2_012",2,"IDS","IDS1Retest",5,"3.175","5.633","noerror","",NA
"infantll-madison","mb2_012",2,"ADS","ADS1Retest",6,"2.743","4.754","noerror","",NA
"infantll-madison","mb2_012",2,"IDS","IDS3Retest",7,"4.51","7.112","noerror","",NA
"infantll-madison","mb2_012",2,"ADS","ADS3Retest",8,"15.369","18","noerror","",NA
"infantll-madison","mb2_012",2,"IDS","IDS2Retest",9,"8.792","11.468","noerror","",NA
"infantll-madison","mb2_012",2,"ADS","ADS2Retest",10,"2.807","4.815","noerror","",NA
"infantll-madison","mb2_012",2,"ADS","ADS4Retest",11,"2","4.006","noerror","",NA
"infantll-madison","mb2_012",2,"IDS","IDS4Retest",12,"12.185","18","noerror","","difficult to code because infant turns head to mother"
"infantll-madison","mb2_012",2,"ADS","ADS6Retest",13,"1.897","3.9","noerror","",NA
"infantll-madison","mb2_012",2,"IDS","IDS6Retest",14,"4.087","6.098","noerror","","parent stands infant up on their lap"
"infantll-madison","mb2_012",2,"ADS","ADS8Retest",15,"3.263","5.275","noerror","",NA
"infantll-madison","mb2_012",2,"IDS","IDS8Retest",16,"4.152","6.154","noerror","",NA
"infantll-madison","mb2_013",1,"training","training",-2,"18","18","noerror","",NA
"infantll-madison","mb2_013",1,"training","training",-1,"17.972","18","noerror","",NA
"infantll-madison","mb2_013",1,"IDS","IDS1",1,"6.615","8.617","noerror","",NA
"infantll-madison","mb2_013",1,"ADS","ADS1",2,"13.942","18","noerror","",NA
"infantll-madison","mb2_013",1,"IDS","IDS2",3,"3.703","5.716","noerror","",NA
"infantll-madison","mb2_013",1,"ADS","ADS2",4,"2.807","4.81","noerror","",NA
"infantll-madison","mb2_013",1,"ADS","ADS3",5,"2.6","4.609","noerror","",NA
"infantll-madison","mb2_013",1,"IDS","IDS3",6,"4.367","7.364","noerror","",NA
"infantll-madison","mb2_013",1,"IDS","IDS4",7,"2.262","4.269","noerror","",NA
"infantll-madison","mb2_013",1,"ADS","ADS4",8,"1.831","3.842","noerror","",NA
"infantll-madison","mb2_013",1,"ADS","ADS5",9,"1.896","3.908","noerror","",NA
"infantll-madison","mb2_013",1,"IDS","IDS5",10,"1.154","3.162","noerror","",NA
"infantll-madison","mb2_013",1,"ADS","ADS6",11,"5.439","8.217","noerror","",NA
"infantll-madison","mb2_013",1,"IDS","IDS6",12,"4.418","6.424","noerror","",NA
"infantll-madison","mb2_013",1,"IDS","IDS7",13,"0.968","2.976","noerror","",NA
"infantll-madison","mb2_013",1,"ADS","ADS7",14,"2.463","4.475","noerror","",NA
"infantll-madison","mb2_013",1,"ADS","ADS8",15,"6.519","8.531","noerror","",NA
"infantll-madison","mb2_013",1,"IDS","IDS8",16,"2.351","4.363","noerror","",NA
"infantll-madison","mb2_013",2,"training","training",-2,"12.287","14.295","noerror","",NA
"infantll-madison","mb2_013",2,"training","training",-1,"3.111","5.116","noerror","",NA
"infantll-madison","mb2_013",2,"IDS","IDS1Retest",1,"15.197","18","noerror","",NA
"infantll-madison","mb2_013",2,"ADS","ADS1Retest",2,"3.359","5.927","noerror","",NA
"infantll-madison","mb2_013",2,"IDS","IDS2Retest",3,"4.021","6.718","noerror","",NA
"infantll-madison","mb2_013",2,"ADS","ADS2Retest",4,"4","7.128","noerror","",NA
"infantll-madison","mb2_013",2,"ADS","ADS3Retest",5,"2.559","4.569","noerror","",NA
"infantll-madison","mb2_013",2,"IDS","IDS3Retest",6,"6.922","11.76","noerror","",NA
"infantll-madison","mb2_013",2,"IDS","IDS4Retest",7,"1.391","3.394","noerror","",NA
"infantll-madison","mb2_013",2,"ADS","ADS4Retest",8,"3.096","5.1","noerror","",NA
"infantll-madison","mb2_013",2,"ADS","ADS5Retest",9,"1.976","3.99","noerror","",NA
"infantll-madison","mb2_013",2,"IDS","IDS5Retest",10,"3.087","5.758","noerror","","trial maybe goes on just a tad too long"
"infantll-madison","mb2_013",2,"ADS","ADS6Retest",11,"1.23","3.235","noerror","",NA
"infantll-madison","mb2_013",2,"IDS","IDS6Retest",12,"2.264","4.567","noerror","","child takes a very long time to trigger side stimulus; parent moves child while they are looking to the side"
"infantll-madison","mb2_013",2,"IDS","IDS7Retest",13,"2.671","4.68","noerror","",NA
"infantll-madison","mb2_013",2,"ADS","ADS7Retest",14,"0.927","2.93","noerror","",NA
"infantll-madison","mb2_013",2,"ADS","ADS8Retest",15,"0.88","2.885","noerror","",NA
"infantll-madison","mb2_013",2,"IDS","IDS8Retest",16,"1.279","3.286","error","too fussy",NA
"infantll-madison","mb2_014",1,"training","training",-2,"9.08","11.089","noerror","",NA
"infantll-madison","mb2_014",1,"training","training",-1,"4.536","6.546","noerror","",NA
"infantll-madison","mb2_014",1,"ADS","ADS1",1,"7.591","9.987","noerror","",NA
"infantll-madison","mb2_014",1,"IDS","IDS1",2,"15.455","17.468","noerror","",NA
"infantll-madison","mb2_014",1,"ADS","ADS2",3,"16.991","18","noerror","",NA
"infantll-madison","mb2_014",1,"IDS","IDS2",4,"1.263","3.272","noerror","",NA
"infantll-madison","mb2_014",1,"IDS","IDS3",5,"10.894","15.513","noerror","",NA
"infantll-madison","mb2_014",1,"ADS","ADS3",6,"11.294","16.173","noerror","",NA
"infantll-madison","mb2_014",1,"ADS","ADS4",7,"1.257","3.259","noerror","",NA
"infantll-madison","mb2_014",1,"IDS","IDS4",8,"0.649","2.655","noerror","","squirmy"
"infantll-madison","mb2_014",1,"IDS","IDS5",9,"2.335","4.673","noerror","",NA
"infantll-madison","mb2_014",1,"ADS","ADS5",10,"0.584","2.588","noerror","","squirmy"
"infantll-madison","mb2_014",1,"IDS","IDS6",11,"15.989","18","noerror","","stood up on mom"
"infantll-madison","mb2_014",1,"ADS","ADS6",12,"15.838","18","noerror","",NA
"infantll-madison","mb2_014",1,"ADS","ADS7",13,"7.713","10.661","noerror","",NA
"infantll-madison","mb2_014",1,"IDS","IDS7",14,"1.19","3.201","noerror","",NA
"infantll-madison","mb2_014",1,"IDS","IDS8",15,"1.855","3.86","noerror","",NA
"infantll-madison","mb2_014",1,"ADS","ADS8",16,"0.888","2.895","noerror","","a little antsy"
"infantll-madison","mb2_014",2,"training","training",-2,"11.286","14.451","noerror","",NA
"infantll-madison","mb2_014",2,"training","training",-1,"10.434","15.447","noerror","",NA
"infantll-madison","mb2_014",2,"ADS","ADS1Retest",1,"14.642","18","noerror","",NA
"infantll-madison","mb2_014",2,"IDS","IDS1Retest",2,"2.887","4.895","noerror","",NA
"infantll-madison","mb2_014",2,"ADS","ADS2Retest",3,"3.639","7.181","noerror","",NA
"infantll-madison","mb2_014",2,"IDS","IDS2Retest",4,"15.79","18","noerror","",NA
"infantll-madison","mb2_014",2,"IDS","IDS3Retest",5,"1.52","3.531","noerror","",NA
"infantll-madison","mb2_014",2,"ADS","ADS3Retest",6,"11.159","17.197","noerror","",NA
"infantll-madison","mb2_014",2,"ADS","ADS4Retest",7,"1.432","3.44","noerror","",NA
"infantll-madison","mb2_014",2,"IDS","IDS4Retest",8,"10.53","15.146","noerror","",NA
"infantll-madison","mb2_014",2,"IDS","IDS5Retest",9,"1.239","3.242","noerror","",NA
"infantll-madison","mb2_014",2,"ADS","ADS5Retest",10,"9.529","14.114","noerror","","child's eyes are difficult to see for part of trial because child's head is angled back"
"infantll-madison","mb2_014",2,"IDS","IDS6Retest",11,"1.279","3.284","noerror","",NA
"infantll-madison","mb2_014",2,"ADS","ADS6Retest",12,"1.031","3.037","noerror","",NA
"infantll-madison","mb2_014",2,"ADS","ADS7Retest",13,"16.759","18","noerror","",NA
"infantll-madison","mb2_014",2,"IDS","IDS7Retest",14,"5.423","8.045","error","too fussy","child is fussy and difficult to code; trial may end too early, while infant is still attending to side screen, but very difficult to code because child's head is angled back and eyes are difficult to see"
"infantll-madison","mb2_014",2,"IDS","IDS8Retest",15,"8.913","12.684","noerror","","parent re-adjusts child location, perhaps biasing them towards location"
"infantll-madison","mb2_014",2,"ADS","ADS8Retest",16,"4.808","8.367","noerror","",NA
"infantll-madison","mb2_015",1,"training","training",-2,"7.394","11.127","error","experimenter error","coding error - finger slipped on key during online coding"
"infantll-madison","mb2_015",1,"training","training",-1,"7.648","10.692","noerror","",NA
"infantll-madison","mb2_015",1,"IDS","IDS5",1,"6.887","8.898","noerror","",NA
"infantll-madison","mb2_015",1,"ADS","ADS5",2,"6.186","8.191","noerror","",NA
"infantll-madison","mb2_015",1,"ADS","ADS7",3,"3.766","5.775","noerror","",NA
"infantll-madison","mb2_015",1,"IDS","IDS7",4,"13.752","18","noerror","",NA
"infantll-madison","mb2_015",1,"ADS","ADS1",5,"5.272","7.274","noerror","",NA
"infantll-madison","mb2_015",1,"IDS","IDS1",6,"13.807","18","noerror","",NA
"infantll-madison","mb2_015",1,"ADS","ADS3",7,"3.04","5.048","noerror","",NA
"infantll-madison","mb2_015",1,"IDS","IDS3",8,"3.927","5.932","noerror","",NA
"infantll-madison","mb2_015",1,"ADS","ADS2",9,"4.832","8.743","noerror","","child begins to get fussy at end of trial"
"infantll-madison","mb2_015",1,"IDS","IDS2",10,"8.368","11.862","noerror","",NA
"infantll-madison","mb2_015",1,"IDS","IDS4",11,"5.008","8.654","noerror","",NA
"infantll-madison","mb2_015",1,"ADS","ADS4",12,"2.055","4.067","noerror","",NA
"infantll-madison","mb2_015",1,"IDS","IDS6",13,"4.368","6.372","noerror","","child gets fussy at end of trial and mother signals to end trial"
"infantll-madison","mb2_015",1,"ADS","ADS6",14,"NC","NC","error","experiment ended early","mother ended experiment at trial 15"
"infantll-madison","mb2_015",1,"IDS","IDS8",15,"NC","NC","error","experiment ended early","mother ended experiment at trial 15"
"infantll-madison","mb2_015",1,"ADS","ADS8",16,"NC","NC","error","experiment ended early","mother ended experiment at trial 15"
"infantll-madison","mb2_015",2,"training","training",-2,"14.991","18","noerror","",NA
"infantll-madison","mb2_015",2,"training","training",-1,"14.049","18","noerror","",NA
"infantll-madison","mb2_015",2,"IDS","IDS5Retest",1,"15.216","18","noerror","",NA
"infantll-madison","mb2_015",2,"ADS","ADS5Retest",2,"13.368","17.873","noerror","",NA
"infantll-madison","mb2_015",2,"ADS","ADS7Retest",3,"15.237","18","noerror","",NA
"infantll-madison","mb2_015",2,"IDS","IDS7Retest",4,"16.503","18","noerror","",NA
"infantll-madison","mb2_015",2,"ADS","ADS1Retest",5,"15.218","18","noerror","","child begins to get fussy towards end of trial"
"infantll-madison","mb2_015",2,"IDS","IDS1Retest",6,"12.622","17.65","noerror","",NA
"infantll-madison","mb2_015",2,"ADS","ADS3Retest",7,"5.447","7.459","noerror","",NA
"infantll-madison","mb2_015",2,"IDS","IDS3Retest",8,"13.951","18","noerror","","child gets fussy towards end of trial"
"infantll-madison","mb2_015",2,"ADS","ADS2Retest",9,"17.682","18","noerror","",NA
"infantll-madison","mb2_015",2,"IDS","IDS2Retest",10,"4.832","6.843","noerror","",NA
"infantll-madison","mb2_015",2,"IDS","IDS4Retest",11,"4.438","6.449","noerror","","mother signals to end experiment at end of trial"
"infantll-madison","mb2_015",2,"ADS","ADS4Retest",12,"5.222","7.228","error","experiment ended early","experiment ended early"
"infantll-madison","mb2_015",2,"IDS","IDS6Retest",13,"NC","NC","error","experiment ended early","experiment ended early"
"infantll-madison","mb2_015",2,"ADS","ADS6Retest",14,"NC","NC","error","experiment ended early","experiment ended early"
"infantll-madison","mb2_015",2,"IDS","IDS8Retest",15,"NC","NC","error","experiment ended early","experiment ended early"
"infantll-madison","mb2_015",2,"ADS","ADS8Retest",16,"NC","NC","error","experiment ended early","experiment ended early"
"infantll-madison","mb2_016",1,"training","training",-2,"14.288","16.292","noerror","",NA
"infantll-madison","mb2_016",1,"training","training",-1,"17.493","18","noerror","",NA
"infantll-madison","mb2_016",1,"ADS","ADS5",1,"5.76","7.769","noerror","",NA
"infantll-madison","mb2_016",1,"IDS","IDS5",2,"5.311","7.316","noerror","",NA
"infantll-madison","mb2_016",1,"IDS","IDS7",3,"14.934","18","noerror","",NA
"infantll-madison","mb2_016",1,"ADS","ADS7",4,"4.048","6.055","noerror","",NA
"infantll-madison","mb2_016",1,"IDS","IDS1",5,"13.169","18","noerror","",NA
"infantll-madison","mb2_016",1,"ADS","ADS1",6,"3.671","5.677","noerror","",NA
"infantll-madison","mb2_016",1,"IDS","IDS3",7,"2.919","5.556","noerror","",NA
"infantll-madison","mb2_016",1,"ADS","ADS3",8,"3.336","6.108","noerror","","a little squirmy, turns to mom"
"infantll-madison","mb2_016",1,"IDS","IDS2",9,"1.167","3.175","noerror","","turns to mom "
"infantll-madison","mb2_016",1,"ADS","ADS2",10,"2.254","5.139","noerror","",NA
"infantll-madison","mb2_016",1,"ADS","ADS4",11,"3.199","6.559","noerror","","distracted"
"infantll-madison","mb2_016",1,"IDS","IDS4",12,"3.216","6.263","noerror","",NA
"infantll-madison","mb2_016",1,"ADS","ADS6",13,"1.383","3.385","noerror","","squirmy - child goes out of view when they look away to end trial"
"infantll-madison","mb2_016",1,"IDS","IDS6",14,"3.302","7.074","noerror","","squirmy"
"infantll-madison","mb2_016",1,"ADS","ADS8",15,"0.873","2.881","error","too fussy","looking down a lot and not sitting still"
"infantll-madison","mb2_016",1,"IDS","IDS8",16,"2.135","5.178","noerror","",NA
"infantll-madison","mb2_016",2,"training","training",-2,"17.06","18","noerror","",NA
"infantll-madison","mb2_016",2,"training","training",-1,"0.159","2.164","error","experimenter error","baby looked to the right before the light really came on and then looked away immediately but the light shut off "
"infantll-madison","mb2_016",2,"ADS","ADS5Retest",1,"5.705","9.598","noerror","","turned backwards"
"infantll-madison","mb2_016",2,"IDS","IDS5Retest",2,"5.584","10.271","noerror","","keeps turning around"
"infantll-madison","mb2_016",2,"IDS","IDS7Retest",3,"5.309","7.648","noerror","","turned around again"
"infantll-madison","mb2_016",2,"ADS","ADS7Retest",4,"2.789","7.779","noerror","","moving a lot"
"infantll-madison","mb2_016",2,"IDS","IDS1Retest",5,"4.536","6.546","noerror","","a bit squirmy towards end of trial"
"infantll-madison","mb2_016",2,"ADS","ADS1Retest",6,"2.305","5.135","noerror","",NA
"infantll-madison","mb2_016",2,"IDS","IDS3Retest",7,"1.925","4.58","noerror","","squirmy"
"infantll-madison","mb2_016",2,"ADS","ADS3Retest",8,"2.192","4.197","noerror","","turns around"
"infantll-madison","mb2_016",2,"IDS","IDS2Retest",9,"0.633","2.645","noerror","","distracted"
"infantll-madison","mb2_016",2,"ADS","ADS2Retest",10,"0.775","2.777","noerror","","very distracted/looking down "
"infantll-madison","mb2_016",2,"ADS","ADS4Retest",11,"0.489","2.493","noerror","","squirmy"
"infantll-madison","mb2_016",2,"IDS","IDS4Retest",12,"2.576","5.378","noerror","",NA
"infantll-madison","mb2_016",2,"ADS","ADS6Retest",13,"2.144","4.675","noerror","","fussing a bit and squirmy"
"infantll-madison","mb2_016",2,"IDS","IDS6Retest",14,"5.695","8.875","noerror","",NA
"infantll-madison","mb2_016",2,"ADS","ADS8Retest",15,"1.368","3.37","noerror","",NA
"infantll-madison","mb2_016",2,"IDS","IDS8Retest",16,"3.408","6.083","noerror","","squirmy "
"infantll-madison","mb2_017",1,"training","training",-2,"9.536","11.546","noerror","",NA
"infantll-madison","mb2_017",1,"training","training",-1,"8.328","10.34","noerror","",NA
"infantll-madison","mb2_017",1,"IDS","IDS1",1,"16.88","18","noerror","",NA
"infantll-madison","mb2_017",1,"ADS","ADS1",2,"14.109","18","noerror","",NA
"infantll-madison","mb2_017",1,"IDS","IDS2",3,"10.552","15.363","noerror","",NA
"infantll-madison","mb2_017",1,"ADS","ADS2",4,"14.256","18","noerror","",NA
"infantll-madison","mb2_017",1,"ADS","ADS3",5,"3.848","6.978","noerror","",NA
"infantll-madison","mb2_017",1,"IDS","IDS3",6,"3.919","5.931","noerror","",NA
"infantll-madison","mb2_017",1,"IDS","IDS4",7,"5.415","7.671","noerror","","bouncy "
"infantll-madison","mb2_017",1,"ADS","ADS4",8,"4.648","8.732","noerror","",NA
"infantll-madison","mb2_017",1,"ADS","ADS5",9,"3.351","6.758","noerror","",NA
"infantll-madison","mb2_017",1,"IDS","IDS5",10,"4.671","6.677","noerror","",NA
"infantll-madison","mb2_017",1,"ADS","ADS6",11,"3.822","6.281","noerror","",NA
"infantll-madison","mb2_017",1,"IDS","IDS6",12,"4.023","6.031","noerror","",NA
"infantll-madison","mb2_017",1,"IDS","IDS7",13,"4.366","7.749","noerror","",NA
"infantll-madison","mb2_017",1,"ADS","ADS7",14,"2.623","5.407","noerror","",NA
"infantll-madison","mb2_017",1,"ADS","ADS8",15,"2.943","4.95","noerror","",NA
"infantll-madison","mb2_017",1,"IDS","IDS8",16,"5.207","9.099","noerror","",NA
"infantll-madison","mb2_017",2,"training","training",-2,"16.23","18","noerror","",NA
"infantll-madison","mb2_017",2,"training","training",-1,"3.792","5.805","noerror","",NA
"infantll-madison","mb2_017",2,"IDS","IDS1Retest",1,"5.679","8.761","noerror","",NA
"infantll-madison","mb2_017",2,"ADS","ADS1Retest",2,"2.753","6.238","noerror","",NA
"infantll-madison","mb2_017",2,"IDS","IDS2Retest",3,"4.048","7.908","noerror","",NA
"infantll-madison","mb2_017",2,"ADS","ADS2Retest",4,"2.718","4.72","noerror","",NA
"infantll-madison","mb2_017",2,"ADS","ADS3Retest",5,"1.943","3.955","noerror","",NA
"infantll-madison","mb2_017",2,"IDS","IDS3Retest",6,"2.573","5.061","noerror","",NA
"infantll-madison","mb2_017",2,"IDS","IDS4Retest",7,"4.144","7.788","noerror","",NA
"infantll-madison","mb2_017",2,"ADS","ADS4Retest",8,"2.431","4.444","noerror","",NA
"infantll-madison","mb2_017",2,"ADS","ADS5Retest",9,"2.007","4.01","noerror","",NA
"infantll-madison","mb2_017",2,"IDS","IDS5Retest",10,"4.479","8.39","noerror","",NA
"infantll-madison","mb2_017",2,"ADS","ADS6Retest",11,"2.199","4.21","noerror","",NA
